        Q2    <dsig|+1,0>         err[1]    <dsig|+2,0>         err[2]      <ALL|0,0>         err[3]     <ALL|+1,0>         err[4]   <dsig|0,+1>          err[5]   <dsig|+1,-1>         err[6]    dsig|+1,+1>         err[7]  <dsig|+2,+1>          err[8]  <dsig|+2,-1>          err[9]     <ALL|0,+1>        err[10]    <ALL|+1,-1>        err[11]    <ALL|+1,+1>        err[12]        time[s]     neval      fail
   820.565      -0.102233     0.00163443      0.0536341    0.000733159       0.310673      0.0051413      -0.124094     0.00164853      0.0400704    0.000749352      0.0230242     0.00036999     -0.0230242     0.00036999      0.0254437     0.00034516      0.0254437     0.00034516      0.0258101    0.000443458       0.026636    0.000353873      -0.026636    0.000353873       0.031141    100000         0
    823.05      -0.102305     0.00163468      0.0534775     0.00073146       0.312514     0.00516505       -0.12418     0.00165072      0.0401647      0.0007502      0.0230349     0.00036996     -0.0230349     0.00036996      0.0253748    0.000344462      0.0253748    0.000344462       0.025936    0.000445195       0.026654    0.000354332      -0.026654    0.000354332      0.0321454    100000         0
   825.535      -0.102375     0.00163512      0.0533093    0.000729739       0.314421     0.00519095      -0.124236     0.00165284      0.0402489     0.00075131       0.023044    0.000369962      -0.023044    0.000369962       0.025299    0.000343734       0.025299    0.000343734      0.0260585     0.00044703      0.0266656    0.000354776     -0.0266656    0.000354776       0.116546    100000         0
    828.02      -0.102424     0.00163521      0.0531403    0.000727996       0.316327     0.00521673      -0.124289     0.00165487      0.0403571    0.000752892      0.0230482    0.000369882     -0.0230482    0.000369882      0.0252242    0.000343012      0.0252242    0.000343012      0.0261896    0.000448979      0.0266762      0.0003552     -0.0266762      0.0003552       0.035949    100000         0
   830.505      -0.102474     0.00163549      0.0529688    0.000726242       0.318158     0.00524205      -0.124347     0.00165703      0.0404491    0.000753777      0.0230549    0.000369871     -0.0230549    0.000369871      0.0251471    0.000342277      0.0251471    0.000342277      0.0263112    0.000450764      0.0266885    0.000355657     -0.0266885    0.000355657        0.03621    100000         0
    832.99      -0.102537     0.00163561      0.0528069    0.000724489       0.320039     0.00526658       -0.12441     0.00165896      0.0405384    0.000754481      0.0230632    0.000369808     -0.0230632    0.000369808       0.025075    0.000341543       0.025075    0.000341543      0.0264356    0.000452457      0.0267015    0.000356061     -0.0267015    0.000356061       0.034514    100000         0
   835.475      -0.102564     0.00163533      0.0526226    0.000722494       0.321914     0.00529188      -0.124418     0.00166035      0.0406519    0.000756025      0.0230637    0.000369661     -0.0230637    0.000369661      0.0249913    0.000340685      0.0249913    0.000340685      0.0265641    0.000454352       0.026703    0.000356351      -0.026703    0.000356351      0.0347839    100000         0
    837.96      -0.102643     0.00163595      0.0524749    0.000720944       0.323713     0.00531572      -0.124517     0.00166281      0.0407379    0.000756708      0.0230767    0.000369723     -0.0230767    0.000369723      0.0249259    0.000340047      0.0249259    0.000340047      0.0266869    0.000456089       0.026724    0.000356872      -0.026724    0.000356872      0.0337065    100000         0
   840.445      -0.102698     0.00163617      0.0523017    0.000719159       0.325612     0.00534207      -0.124545     0.00166462      0.0408485     0.00075849      0.0230833    0.000369688     -0.0230833    0.000369688      0.0248469     0.00033928      0.0248469     0.00033928      0.0268186    0.000458128      0.0267299    0.000357253     -0.0267299    0.000357253      0.0318108    100000         0
    842.93      -0.102778     0.00163679      0.0521462    0.000717547       0.327477      0.0053671      -0.124624     0.00166694       0.040928    0.000758722      0.0230977    0.000369763     -0.0230977    0.000369763      0.0247765      0.0003386      0.0247765      0.0003386      0.0269412    0.000459779      0.0267471    0.000357746     -0.0267471    0.000357746       0.032138    100000         0
   845.415      -0.102804     0.00163693      0.0519781    0.000715876       0.329328     0.00539337      -0.124674     0.00166913      0.0410225    0.000759891      0.0230974    0.000369702     -0.0230974    0.000369702      0.0247021    0.000337911      0.0247021    0.000337911      0.0270639    0.000461643       0.026757    0.000358203      -0.026757    0.000358203      0.0322625    100000         0
     847.9      -0.102835     0.00163656      0.0517962    0.000713833       0.331255     0.00541816      -0.124674     0.00167023      0.0411409    0.000761198      0.0230994    0.000369539     -0.0230994    0.000369539      0.0246186    0.000337017      0.0246186    0.000337017      0.0271975    0.000463466      0.0267571    0.000358434     -0.0267571    0.000358434      0.0320387    100000         0
   850.385      -0.102905     0.00163741      0.0516447    0.000712391       0.333081     0.00544479      -0.124755     0.00167287       0.041227    0.000762179      0.0231097    0.000369644     -0.0231097    0.000369644      0.0245508    0.000336419      0.0245508    0.000336419      0.0273209    0.000465365       0.026774    0.000358992      -0.026774    0.000358992      0.0316873    100000         0
    852.87       -0.10293     0.00163724      0.0514735    0.000710536       0.334929     0.00546954      -0.124786     0.00167451      0.0413311    0.000763358      0.0231101    0.000369528     -0.0231101    0.000369528       0.024474    0.000335634       0.024474    0.000335634      0.0274467    0.000467178      0.0267805    0.000359337     -0.0267805    0.000359337      0.0324645    100000         0
   855.355      -0.102987     0.00163759      0.0513115    0.000708874       0.336796      0.0054951      -0.124827     0.00167643      0.0414507    0.000765226      0.0231176    0.000369516     -0.0231176    0.000369516      0.0244001    0.000334918      0.0244001    0.000334918      0.0275827    0.000469253       0.026789    0.000359742      -0.026789    0.000359742      0.0330523    100000         0
    857.84      -0.103022     0.00163772      0.0511428    0.000707105       0.338706     0.00552125      -0.124862     0.00167828      0.0415369    0.000765727       0.023121    0.000369481      -0.023121    0.000369481      0.0243236    0.000334164      0.0243236    0.000334164      0.0277059    0.000470952      0.0267964    0.000360133     -0.0267964    0.000360133      0.0330034    100000         0
   860.325      -0.103052      0.0016376      0.0509712    0.000705253       0.340558     0.00554661      -0.124875     0.00167973      0.0416638    0.000767692      0.0231229    0.000369373     -0.0231229    0.000369373      0.0242454    0.000333363      0.0242454    0.000333363      0.0278418    0.000473014      0.0267991    0.000360438     -0.0267991    0.000360438      0.0320187    100000         0
    862.81      -0.103146      0.0016387      0.0508286    0.000703876        0.34239     0.00557305      -0.124964      0.0016824      0.0417096    0.000767433      0.0231393    0.000369546     -0.0231393    0.000369546      0.0241804     0.00033278      0.0241804     0.00033278      0.0279515    0.000474573      0.0268182    0.000361005     -0.0268182    0.000361005      0.0323318    100000         0
   865.295      -0.103169     0.00163844      0.0506579    0.000701993       0.344281     0.00559763      -0.124979     0.00168379      0.0418274    0.000768754      0.0231407     0.00036942     -0.0231407     0.00036942      0.0241027    0.000331967      0.0241027    0.000331967      0.0280858     0.00047644      0.0268218    0.000361298     -0.0268218    0.000361298        0.03198    100000         0
    867.78      -0.103223     0.00163901      0.0505024    0.000700453       0.346133     0.00562411      -0.125032     0.00168602       0.041928    0.000770185       0.023148     0.00036947      -0.023148     0.00036947      0.0240322    0.000331314      0.0240322    0.000331314       0.028215    0.000478451      0.0268329    0.000361771     -0.0268329    0.000361771      0.0318835    100000         0
   870.265      -0.103293     0.00163977      0.0503562    0.000698992       0.347973     0.00564942      -0.125107     0.00168841      0.0420143    0.000771106       0.023158    0.000369554      -0.023158    0.000369554      0.0239662    0.000330695      0.0239662    0.000330695      0.0283392    0.000480291      0.0268487    0.000362276     -0.0268487    0.000362276      0.0319621    100000         0
    872.75      -0.103283     0.00163949      0.0501696    0.000697104       0.349854     0.00567735      -0.125086     0.00168983      0.0421422    0.000773257      0.0231507    0.000369406     -0.0231507    0.000369406      0.0238809    0.000329875      0.0238809    0.000329875       0.028473    0.000482446      0.0268437    0.000362572     -0.0268437    0.000362572      0.0320347    100000         0
   875.235      -0.103335     0.00164003       0.050017    0.000695541         0.3517     0.00570279      -0.125148     0.00169206      0.0422329    0.000774122      0.0231577    0.000369456     -0.0231577    0.000369456      0.0238119    0.000329212      0.0238119    0.000329212       0.028598    0.000484273       0.026857    0.000363043      -0.026857    0.000363043      0.0319966    100000         0
    877.72      -0.103384     0.00164039      0.0498543    0.000693876       0.353599     0.00572977      -0.125171     0.00169382        0.04231    0.000774732      0.0231639    0.000369456     -0.0231639    0.000369456      0.0237367    0.000328482      0.0237367    0.000328482      0.0287182    0.000486014      0.0268619    0.000363418     -0.0268619    0.000363418      0.0321504    100000         0
   880.205      -0.103375     0.00163993      0.0496712    0.000691921        0.35548     0.00575613       -0.12515     0.00169501      0.0424581    0.000777275      0.0231582    0.000369289     -0.0231582    0.000369289      0.0236527     0.00032763      0.0236527     0.00032763      0.0288617    0.000488276      0.0268575    0.000363669     -0.0268575    0.000363669      0.0311555    100000         0
    882.69      -0.103447     0.00164059      0.0495253    0.000690438       0.357319     0.00578249      -0.125202     0.00169708      0.0425157    0.000777681      0.0231685    0.000369349     -0.0231685    0.000369349      0.0235858    0.000326988      0.0235858    0.000326988      0.0289742    0.000489958      0.0268683    0.000364106     -0.0268683    0.000364106      0.0319897    100000         0
   885.175      -0.103468     0.00164077      0.0493602    0.000688761       0.359205     0.00580914       -0.12523     0.00169902      0.0426185    0.000778711      0.0231701    0.000369337     -0.0231701    0.000369337      0.0235105     0.00032627      0.0235105     0.00032627      0.0291039    0.000491857      0.0268746    0.000364519     -0.0268746    0.000364519      0.0308883    100000         0
    887.66      -0.103501     0.00164092      0.0491878    0.000686954         0.3611     0.00583628      -0.125213     0.00170031      0.0427368    0.000780573      0.0231722     0.00036929     -0.0231722     0.00036929      0.0234296    0.000325457      0.0234296    0.000325457      0.0292384    0.000493956      0.0268711    0.000364792     -0.0268711    0.000364792      0.0317165    100000         0
